"","X.1","longitude","latitude","formatted","X","origintime","magnitude","depth","magnitudetype","Region"
"367",367,171.4115143,-42.34521866,"Blackball Creek, Greymouth, Blackball, New Zealand",4768,"2016-05-21T21:43:45.577Z",3.562150788,5,"M","West Coast"
"368",368,171.5460164,-43.52442795,"Ashburton District, New Zealand",81039,"2017-03-13T08:41:33.740Z",3.986403244,14.609375,"M","Canterbury"
"369",369,171.5506592,-43.60482788,"801 Pudding Hill Road, Methven, New Zealand",122393,"2019-11-30T14:56:11.982Z",4.266923399,6.30724287,"M","Canterbury"
"370",370,171.5831299,-42.89059448,"Westland District, New Zealand",102200,"2019-01-04T06:23:36.246Z",4.154752744,5,"M","West Coast"
"371",371,171.5861969,-43.19369125,"Selwyn District, New Zealand",93614,"2019-05-24T08:23:41.705Z",3.958324003,4.274291515,"M","Canterbury"
"372",372,171.5951843,-42.86336517,"Westland District, New Zealand",88661,"2019-07-31T15:20:23.948Z",3.871602423,4.109198093,"M","West Coast"
"373",373,171.5953064,-43.12643433,"Selwyn District, New Zealand",81592,"2017-03-06T22:09:54.387Z",4.046490184,5,"M","Canterbury"
"374",374,171.621521,-42.78889084,"Pfeifer Bivouac Route, Arthur's Pass National Park, New Zealand",102123,"2019-01-06T05:53:32.227Z",3.96306478,4.875257015,"M","West Coast"
"375",375,171.6359406,-42.78794098,"Waharoa Saddle, Arthur's Pass National Park, Westland District, New Zealand",102122,"2019-01-06T05:56:07.192Z",3.522296414,5,"M","West Coast"
"376",376,171.6371973,-43.02510729,"16 Cloudesley Road, Arthur's Pass, New Zealand",32228,"2016-11-22T19:39:46.814Z",3.50318434,19.0625,"M","Canterbury"
"377",377,171.6391907,-42.78975296,"One Shot Hill, Arthur's Pass National Park, Westland District, New Zealand",102189,"2019-01-04T09:52:49.177Z",3.789211011,5,"M","West Coast"
"378",378,171.685379,-42.68712234,"Grey District, New Zealand",32278,"2016-11-22T16:57:17.724Z",3.539719803,5,"M","West Coast"
"379",379,171.6862183,-42.7722702,"Westland District, New Zealand",22724,"2017-01-11T21:34:03.805Z",4.479133513,2.816506624,"M","West Coast"
"380",380,171.691452,-43.01882935,"Selwyn District, New Zealand",19212,"2015-09-03T03:09:20.776Z",3.517000435,4.248761654,"M","Canterbury"
"381",381,171.6937866,-42.67180252,"Grey District, New Zealand",33623,"2016-11-19T20:43:11.585Z",3.718435686,5,"M","West Coast"
"382",382,171.6953125,-43.13056564,"Hanomag Car Park, Craigieburn Forest Park, New Zealand",82931,"2017-02-23T13:35:53.998Z",4.947767304,7.841541767,"M","Canterbury"
"383",383,171.7020264,-42.73371887,"Grey District, New Zealand",8196,"2016-03-24T14:44:08.643Z",3.551963632,5,"M","West Coast"
"384",384,171.7086487,-42.76544189,"Otehake River, Arthur's Pass National Park, Westland District, New Zealand",57126,"2018-02-15T23:13:51.832Z",4.27229351,5.37847805,"M","West Coast"
"385",385,171.7121887,-42.89772797,"Walker Pass, Hawdon Hut Track, Arthur's Pass National Park, New Zealand",43507,"2018-10-31T17:21:13.352Z",3.52020031,5,"M","Canterbury"
"386",386,171.713623,-42.68225098,"Grey District, New Zealand",35499,"2016-11-16T12:19:42.793Z",4.364921398,5,"M","West Coast"
"387",387,171.7185974,-43.13386536,"Helicopter Hill, Craigieburn Forest Park, Selwyn District, New Zealand",82907,"2017-02-23T15:29:59.441Z",3.962146498,6.975087643,"M","Canterbury"
"388",388,171.9088135,-43.498909,"254 Maffeys Road, Hororata, New Zealand",164104,"2020-12-08T01:18:44.773Z",3.903729501,3.851615906,"MLv","Canterbury"
"389",389,171.9088135,-43.498909,"254 Maffeys Road, Hororata, New Zealand",143065,"2020-12-08T01:18:44.773Z",3.903729501,3.851615906,"MLv","Canterbury"
"390",390,171.9350891,-42.14141846,"Morrison Creek, Victoria Forest Park, Buller District, New Zealand",142264,"2020-12-22T17:32:40.311Z",3.99435465,5,"M","West Coast"
"391",391,171.9350891,-42.14141846,"Morrison Creek, Victoria Forest Park, Buller District, New Zealand",163303,"2020-12-22T17:32:40.311Z",3.99435465,5,"M","West Coast"
"392",392,171.954895,-43.53479385,"Hororata, Selwyn District, New Zealand",118625,"2020-02-11T08:25:19.456Z",3.597290157,5,"M","Canterbury"
"393",393,171.9874268,-43.21937943,"Waimakariri District, New Zealand",150971,"2021-06-07T03:33:43.378Z",3.528651405,5,"MLv","Canterbury"
"394",394,171.9874268,-43.21937943,"Waimakariri District, New Zealand",129932,"2021-06-07T03:33:43.378Z",3.528651405,5,"MLv","Canterbury"
"395",395,171.9949951,-43.21026993,"Waimakariri District, New Zealand",131232,"2021-05-14T08:28:55.857Z",3.533863657,2,"M","Canterbury"
"396",396,171.9949951,-43.21026993,"Waimakariri District, New Zealand",152271,"2021-05-14T08:28:55.857Z",3.533863657,2,"M","Canterbury"
"397",397,172.029541,-43.59069061,"1162 Mitchells Road, Hororata, New Zealand",68404,"2017-08-10T10:54:30.337Z",3.784354824,5,"M","Canterbury"
"398",398,172.0568682,-42.7040272,"Hurunui District, New Zealand",84014,"2017-02-16T01:08:33.121Z",4.367986385,12.265625,"M","Canterbury"
"399",399,172.0570831,-43.42431259,"38 Pinegrove Road, Racecourse Hill, Waddington 7500, New Zealand",61037,"2017-12-14T01:22:55.954Z",3.816132282,4.491810799,"M","Canterbury"
"400",400,172.0751495,-40.80029678,"West Coast, New Zealand",52912,"2018-05-03T16:11:47.269Z",3.883484032,5,"M","West Coast"
"401",401,172.0880432,-42.70367432,"Hurunui Hut, Lake Sumner National Park, Hurunui District, New Zealand",60132,"2017-12-29T12:05:38.915Z",3.591128186,5.289492607,"M","Canterbury"
"402",402,172.0920868,-43.68125534,"138 Parkins Road, Dunsandel, New Zealand",78237,"2017-04-04T07:00:22.970Z",3.512203252,5.204310894,"M","Canterbury"
"403",403,172.1147156,-43.4599762,"355 Kimberley Road, Darfield, New Zealand",154243,"2021-04-13T01:48:51.110Z",3.885642408,5,"M","Canterbury"
"404",404,172.1147156,-43.4599762,"355 Kimberley Road, Darfield, New Zealand",133204,"2021-04-13T01:48:51.110Z",3.885642408,5,"M","Canterbury"
"405",405,172.1229858,-40.81726456,"West Coast, New Zealand",54026,"2018-04-13T00:18:57.982Z",3.751975479,5,"M","West Coast"
"406",406,172.1311035,-40.81859589,"West Coast, New Zealand",54384,"2018-04-05T03:39:42.521Z",4.537821259,5,"M","West Coast"
"407",407,172.1342163,-43.59496307,"108 Hollands Road, Greendale, New Zealand",109653,"2020-07-13T02:13:33.576Z",3.541556979,4.909115791,"M","Canterbury"
"408",408,172.1526947,-43.56905746,"Selwyn District, New Zealand",119805,"2020-01-20T17:34:43.967Z",4.02878598,3.928281784,"M","Canterbury"
"409",409,172.2023926,-43.61499786,"Selwyn District, New Zealand",127112,"2021-08-01T03:10:18.956Z",3.937089914,5,"M","Canterbury"
"410",410,172.2023926,-43.61499786,"Selwyn District, New Zealand",148151,"2021-08-01T03:10:18.956Z",3.937089914,5,"M","Canterbury"
"411",411,172.2073517,-43.61914825,"317 Highfield Road, Burnham, New Zealand",71582,"2017-06-22T01:28:14.720Z",3.618284623,5,"M","Canterbury"
"412",412,172.2301644,-41.79064038,"Limestone Bluffs, Shenandoah, Tasman District, New Zealand",1394,"2016-08-06T02:35:53.844Z",3.598349017,6.640625,"M","Upper South"
"413",413,172.232193,-41.31527328,"Buller District, New Zealand",19361,"2015-08-30T23:49:39.385Z",3.544882325,5,"M","West Coast"
"414",414,172.2642822,-42.87571716,"Hurunui District, New Zealand",138952,"2021-02-20T07:33:27.350Z",4.322297515,5,"M","Canterbury"
"415",415,172.2642822,-42.87571716,"Hurunui District, New Zealand",159991,"2021-02-20T07:33:27.350Z",4.322297515,5,"M","Canterbury"
"416",416,172.2659254,-43.55373983,"778 Aylesbury Road, Kirwee, New Zealand",16913,"2015-10-20T03:17:20.935Z",3.627334415,11.4453125,"M","Canterbury"
"417",417,172.3200073,-41.40391541,"Wangapeka Track, Kahurangi National Park, Buller District, New Zealand",146686,"2021-08-30T20:45:16.927Z",3.935144796,5,"M","West Coast"
"418",418,172.3200073,-41.40391541,"Wangapeka Track, Kahurangi National Park, Buller District, New Zealand",125647,"2021-08-30T20:45:16.927Z",3.935144796,5,"M","West Coast"
"419",419,172.3357391,-42.68588638,"Hurunui District, New Zealand",22603,"2017-01-13T07:52:00.704Z",3.73094936,8.041689873,"M","Canterbury"
"420",420,172.3845673,-43.61093521,"1079 Goulds Road, Rolleston 7643, New Zealand",144657,"2020-11-05T18:26:17.289Z",4.508648355,9.783813477,"M","Canterbury"
"421",421,172.3845673,-43.61093521,"1079 Goulds Road, Rolleston 7643, New Zealand",165696,"2020-11-05T18:26:17.289Z",4.508648355,9.783813477,"M","Canterbury"
"422",422,172.3961639,-43.55388641,"332 Weedons Ross Road, Weedons, West Melton 7675, New Zealand",8442,"2016-03-19T23:03:24.764Z",3.639871777,4.551638603,"M","Canterbury"
"423",423,172.3994293,-43.59539032,"131 Levi Road, Rolleston 7614, New Zealand",62778,"2017-11-17T01:52:58.997Z",4.218325567,5.429141998,"M","Canterbury"
"424",424,172.4122542,-41.53134064,"Tasman, New Zealand",14129,"2015-12-13T15:42:41.315Z",4.462830281,13.4375,"M","Upper South"
"425",425,172.4194946,-43.55545807,"38 Wild Road, Rolleston 7675, New Zealand",72377,"2017-06-10T10:38:49.196Z",4.154176411,8.519864082,"M","Canterbury"
"426",426,172.4264984,-43.60959244,"441 Weedons Road, Rolleston, New Zealand",95629,"2019-04-23T04:12:13.730Z",3.579744991,10.57819748,"M","Canterbury"
"427",427,172.4302826,-40.69884872,"Tasman, New Zealand",144209,"2020-11-13T23:48:48.306Z",3.593299182,5,"MLv","Upper South"
"428",428,172.4302826,-40.69884872,"Tasman, New Zealand",165248,"2020-11-13T23:48:48.306Z",3.593299182,5,"MLv","Upper South"
"429",429,172.4412994,-42.75858307,"Hurunui District, New Zealand",72062,"2017-06-16T05:56:31.522Z",4.491368545,9.149563789,"M","Canterbury"
"430",430,172.4695587,-42.76152039,"Hurunui District, New Zealand",106008,"2020-09-17T16:12:34.881Z",3.728968187,5,"MLv","Canterbury"
"431",431,172.493454,-41.32092667,"Buller District, New Zealand",163777,"2020-12-14T21:57:46.643Z",4.376960863,175.3531189,"MLv","West Coast"
"432",432,172.493454,-41.32092667,"Buller District, New Zealand",142738,"2020-12-14T21:57:46.643Z",4.376960863,175.3531189,"MLv","West Coast"
"433",433,172.4997711,-43.61581802,"Ladbrooks, Lincoln, Selwyn District, New Zealand",115413,"2020-04-08T19:49:16.924Z",4.278320895,5.478522778,"M","Canterbury"
"434",434,172.503479,-43.54985809,"17 Hickory Place, Islington, Halswell-Hornby-Riccarton Community 7676, New Zealand",11744,"2016-01-27T23:24:41.920Z",4.105753189,6.491029263,"M","Canterbury"
"435",435,172.5045166,-43.55524445,"320 Shands Road, Christchurch, Hornby South, New Zealand",242,"2016-08-28T03:02:29.412Z",3.833793869,7.960391045,"M","Canterbury"
"436",436,172.5053864,-40.87272263,"Tasman, New Zealand",68089,"2017-08-16T20:26:22.880Z",4.451837974,3.524734259,"M","Upper South"
"437",437,172.5073242,-42.7816391,"Hurunui District, New Zealand",76572,"2017-04-22T20:30:08.124Z",3.670658296,5,"M","Canterbury"
"438",438,172.5213165,-42.8399086,"Hurunui District, New Zealand",34740,"2016-11-17T20:43:46.562Z",4.270635367,5,"M","Canterbury"
"439",439,172.5268402,-43.52326202,"79 Rannoch Drive, Hei Hei, Halswell-Hornby-Riccarton Community 8042, New Zealand",230,"2016-08-28T07:53:20.029Z",3.702495892,2.953121424,"M","Canterbury"
"440",440,172.5284565,-42.27689432,"Saint James Walkway, New Zealand",18372,"2015-09-19T12:02:10.694Z",4.258936129,16.484375,"M","Canterbury"
"441",441,172.5311737,-41.25289536,"Buller District, New Zealand",67298,"2017-08-29T05:08:01.436Z",3.648417452,152.0649261,"M","West Coast"
"442",442,172.5424347,-41.82560349,"Tasman, New Zealand",89976,"2019-07-09T16:26:13.839Z",3.600479292,62.58678818,"M","Upper South"
"443",443,172.5699768,-43.58509445,"444A Halswell Road, Christchurch, Halswell 8025, New Zealand",151337,"2021-06-02T01:49:44.521Z",3.863749851,7.242877007,"M","Canterbury"
"444",444,172.5699768,-43.58509445,"444A Halswell Road, Christchurch, Halswell 8025, New Zealand",130298,"2021-06-02T01:49:44.521Z",3.863749851,7.242877007,"M","Canterbury"
"445",445,172.6121826,-41.1905899,"Buller District, New Zealand",27667,"2016-12-08T14:31:19.209Z",3.615520931,172.4465942,"M","West Coast"
"446",446,172.6182861,-41.25126648,"Tasman, New Zealand",7943,"2016-03-28T20:45:52.960Z",3.560914765,197.5764618,"M","Upper South"
"447",447,172.6198448,-43.56800751,"35 Cashmere View Street, Christchurch, Somerfield 8024, New Zealand",9677,"2016-02-28T14:32:40.308Z",4.26697854,5.1171875,"M","Canterbury"
"448",448,172.6203241,-42.58842991,"Deep Stream, Island Hills, Hurunui District, New Zealand",84300,"2017-02-12T19:46:00.825Z",3.945945899,13.203125,"M","Canterbury"
"449",449,172.6209259,-43.58218002,"20 McVicar Drive, Hoon Hay Valley, Spreydon-Cashmere Community 8022, New Zealand",58793,"2018-01-19T11:32:44.916Z",3.996796295,5,"M","Canterbury"
"450",450,172.6222076,-43.5546608,"40 Meadowville Avenue, Somerfield, Spreydon-Cashmere Community 8024, New Zealand",89223,"2019-07-21T20:43:22.303Z",3.900755846,5,"M","Canterbury"
"451",451,172.6286774,-42.57283401,"Hurunui District, New Zealand",37443,"2016-11-13T22:23:13.562Z",4.146100888,9.498558998,"M","Canterbury"
"452",452,172.6318359,-41.22991562,"Buller District, New Zealand",163653,"2020-12-16T16:34:36.321Z",4.512318873,161.3648224,"M","West Coast"
"453",453,172.6318359,-41.22991562,"Buller District, New Zealand",142614,"2020-12-16T16:34:36.321Z",4.512318873,161.3648224,"M","West Coast"
"454",454,172.6319824,-42.5044575,"Hurunui District, New Zealand",18518,"2015-09-16T01:38:59.768Z",3.524037405,17.65625,"M","Canterbury"
"455",455,172.6479797,-42.60333633,"Hurunui District, New Zealand",31376,"2016-11-24T19:30:47.722Z",3.930088752,5,"M","Canterbury"
"456",456,172.6525879,-41.80103683,"Tasman, New Zealand",59296,"2018-01-10T20:24:30.318Z",3.927347669,69.42827606,"M","Upper South"
"457",457,172.6557312,-43.58927917,"290 Huntsbury Avenue, Christchurch, Christchurch 8022, New Zealand",114984,"2020-04-18T03:19:36.373Z",3.638392051,4.030671597,"M","Canterbury"
"458",458,172.6591797,-43.44751358,"654 Marshland Road, Christchurch, Ouruhia, New Zealand",10653,"2016-02-14T00:14:52.759Z",4.533571408,8,"ML","Canterbury"
"459",459,172.6652562,-43.47414152,"404 Prestons Road, Marshland, Coastal-Burwood Community 8083, New Zealand",4454,"2016-05-29T06:45:29.163Z",3.760241622,8.8671875,"M","Canterbury"
"460",460,172.6815796,-41.19346237,"Gordons Pyramid, Kahurangi National Park, Buller District, New Zealand",152171,"2021-05-15T21:20:25.700Z",3.533702922,171.2093964,"MLv","West Coast"
"461",461,172.6815796,-41.19346237,"Gordons Pyramid, Kahurangi National Park, Buller District, New Zealand",131132,"2021-05-15T21:20:25.700Z",3.533702922,171.2093964,"MLv","West Coast"
"462",462,172.6818695,-42.66243362,"Hurunui District, New Zealand",81840,"2017-03-04T04:11:55.519Z",3.859806796,10.07950687,"M","Canterbury"
"463",463,172.6906046,-43.51034158,"Chisnallwood Intermediate School, 76 Breezes Road, Wainoni, Coastal-Burwood Community 8061, New Zealand",8400,"2016-03-20T07:31:39.791Z",3.691841767,7.578125,"M","Canterbury"
"464",464,172.6906433,-42.65224838,"Hurunui District, New Zealand",37389,"2016-11-13T23:45:18.951Z",3.899321658,4.683826447,"M","Canterbury"
"465",465,172.6987,-43.53440857,"80 Francella Street, Bromley, Bromley 8062, New Zealand",163323,"2020-12-22T11:36:46.172Z",3.837438273,10.68985367,"M","Canterbury"
"466",466,172.6987,-43.53440857,"80 Francella Street, Bromley, Bromley 8062, New Zealand",142284,"2020-12-22T11:36:46.172Z",3.837438273,10.68985367,"M","Canterbury"
"467",467,172.6999054,-42.69174957,"Hurunui District, New Zealand",76124,"2017-04-28T18:35:49.072Z",3.560864843,12,"M","Canterbury"
"468",468,172.7011108,-42.66666794,"Hurunui District, New Zealand",37449,"2016-11-13T22:15:12.740Z",4.552433665,4.937552929,"M","Canterbury"
"469",469,172.7020426,-43.58913258,"Unofficial - Sheep like it steep, Christchurch, Heathcote Valley 8082, New Zealand",5263,"2016-05-11T08:45:53.674Z",4.650386926,6.640625,"M","Canterbury"
"470",470,172.7051086,-41.8144455,"Tasman, New Zealand",106676,"2020-09-03T10:13:00.607Z",5.422321536,63.92506027,"M","Upper South"
"471",471,172.7107697,-42.71094131,"Hurunui District, New Zealand",47847,"2018-08-09T07:56:14.194Z",4.216258077,10.70188236,"M","Canterbury"
"472",472,172.7170715,-43.4748497,"137 Aston Drive, Christchurch, Christchurch 8083, New Zealand",10652,"2016-02-14T00:17:51.141Z",3.553366156,8,"M","Canterbury"
"473",473,172.7225037,-42.67791748,"Hurunui District, New Zealand",84391,"2017-02-11T20:18:54.135Z",5.169624216,8.679965973,"M","Canterbury"
"474",474,172.7245009,-43.47165974,"120 Aston Drive, Christchurch, Christchurch 8083, New Zealand",7806,"2016-03-31T08:22:51.263Z",3.684425021,10.7421875,"M","Canterbury"
"475",475,172.7288361,-43.46983337,"pond, Christchurch, Bottle Lake, New Zealand",10596,"2016-02-14T04:44:46.308Z",3.727643663,4.753223896,"M","Canterbury"
"476",476,172.7306671,-42.71343613,"Hurunui District, New Zealand",83606,"2017-02-20T01:16:06.793Z",4.810477412,14.44569588,"M","Canterbury"
"477",477,172.7316895,-42.70540237,"Hurunui District, New Zealand",35373,"2016-11-16T17:06:29.461Z",3.640647404,6.574344158,"M","Canterbury"
"478",478,172.7344666,-41.23607635,"Tasman, New Zealand",45620,"2018-09-21T06:32:40.832Z",3.742820957,135.0994568,"M","Upper South"
"479",479,172.7361908,-41.22241592,"Tasman, New Zealand",69432,"2017-07-24T11:37:56.547Z",3.673373763,125.3412704,"M","Upper South"
"480",480,172.7372742,-43.51722717,"320 Marine Parade, South New Brighton, New Brighton 8062, New Zealand",10637,"2016-02-14T01:00:26.984Z",3.575605012,4.623422146,"M","Canterbury"
"481",481,172.737298,-43.47119048,"Canterbury, New Zealand",4116,"2016-06-04T01:19:16.503Z",4.098869203,13.3203125,"M","Canterbury"
"482",482,172.7410278,-42.66330338,"Hurunui District, New Zealand",37636,"2016-11-13T17:10:41.685Z",3.910031152,11.86619282,"M","Canterbury"
"483",483,172.7414093,-43.59539032,"551 Summit Road, Christchurch, Sumner, New Zealand",109961,"2020-07-06T18:25:42.196Z",3.897039693,7.480599403,"M","Canterbury"
"484",484,172.7486115,-42.71918488,"Hurunui District, New Zealand",85020,"2017-02-05T11:05:33.343Z",4.289047047,13.00121117,"M","Canterbury"
"485",485,172.749054,-42.73059082,"Hurunui District, New Zealand",20963,"2017-01-31T09:40:00.657Z",3.941280429,9.668736458,"M","Canterbury"
"486",486,172.75178,-42.24750407,"Hurunui District, New Zealand",20101,"2015-08-18T03:58:31.815Z",3.593149419,23.28125,"M","Canterbury"
"487",487,172.7520599,-42.66356277,"Hurunui District, New Zealand",37417,"2016-11-13T22:58:52.261Z",4.1872835,11.35073566,"M","Canterbury"
"488",488,172.7545929,-43.49731827,"Canterbury, New Zealand",10654,"2016-02-14T00:13:43.988Z",5.701799323,8,"M","Canterbury"
"489",489,172.7563782,-42.70393372,"Hurunui District, New Zealand",37870,"2016-11-13T11:30:40.445Z",4.018992078,5,"M","Canterbury"
"490",490,172.7597809,-42.70582199,"Hurunui District, New Zealand",84870,"2017-02-07T03:49:46.366Z",4.347945385,11.48278236,"M","Canterbury"
"491",491,172.7606659,-42.66152573,"1753 Mouse Point Road, Tekoa Range, New Zealand",37863,"2016-11-13T11:40:22.690Z",4.127967103,4.230461597,"M","Canterbury"
"492",492,172.7607269,-43.5257225,"Canterbury, New Zealand",10592,"2016-02-14T05:27:50.618Z",4.312076356,4.849864483,"M","Canterbury"
"493",493,172.7615967,-42.58665848,"Hells Gate Corner, Tekoa Range, Hurunui District, New Zealand",45921,"2018-09-15T22:14:00.297Z",3.798964471,38.97894669,"M","Canterbury"
"494",494,172.7629395,-43.49504471,"Canterbury, New Zealand",10636,"2016-02-14T01:01:52.859Z",3.56747365,9.58082962,"M","Canterbury"
"495",495,172.7636108,-41.16918564,"Tasman, New Zealand",71978,"2017-06-16T23:16:00.412Z",3.732429035,165.9434357,"M","Upper South"
"496",496,172.7666321,-42.7109108,"Hurunui District, New Zealand",22474,"2017-01-14T07:57:49.048Z",3.888764076,9.298386574,"M","Canterbury"
"497",497,172.7682648,-42.77409744,"Hurunui District, New Zealand",36588,"2016-11-15T00:26:26.764Z",4.517841578,11.17098904,"M","Canterbury"
"498",498,172.7707825,-42.68902969,"Hurunui District, New Zealand",102360,"2019-01-01T09:17:25.924Z",3.919945045,5,"M","Canterbury"
"499",499,172.7736816,-42.67739105,"Montrose, Mount Culverden, Hurunui District, New Zealand",116758,"2020-03-15T15:28:58.860Z",5.091373184,8.131281853,"M","Canterbury"
"500",500,172.7737427,-43.4822197,"Canterbury, New Zealand",49109,"2018-07-15T09:10:28.397Z",3.995945946,8.759012222,"MLv","Canterbury"
"501",501,172.77565,-43.53695297,"Canterbury, New Zealand",131555,"2021-05-07T17:14:51.993Z",3.715758247,6.327857018,"M","Canterbury"
"502",502,172.77565,-43.53695297,"Canterbury, New Zealand",152594,"2021-05-07T17:14:51.993Z",3.715758247,6.327857018,"M","Canterbury"
"503",503,172.7758636,-43.5194397,"Canterbury, New Zealand",10573,"2016-02-14T07:34:58.450Z",3.860320114,6.907711029,"M","Canterbury"
"504",504,172.7759094,-42.64139175,"2082 Mouse Point Road, Leslie Hills, New Zealand",37756,"2016-11-13T13:56:42.490Z",4.149212513,11.20367908,"M","Canterbury"
"505",505,172.777359,-42.67722321,"Stinking Stream Bridge, Mount Culverden, New Zealand",37743,"2016-11-13T14:07:23.088Z",4.758805722,8.511013985,"M","Canterbury"
"506",506,172.7788544,-43.54072952,"Canterbury, New Zealand",10526,"2016-02-14T15:33:27.100Z",3.568198449,4.847364902,"M","Canterbury"
"507",507,172.7803497,-41.21015549,"Tasman, New Zealand",88129,"2019-08-11T20:44:36.205Z",5.152679066,102.1279449,"M","Upper South"
"508",508,172.7818146,-41.63230896,"390 Rainy River Road, Atapo, New Zealand",108292,"2020-08-07T01:57:52.372Z",3.585805332,79.49388123,"M","Upper South"
"509",509,172.783905,-42.67461395,"Stinking Stream Bridge, Mount Culverden, New Zealand",35123,"2016-11-17T03:34:32.586Z",3.678996554,5,"M","Canterbury"
"510",510,172.7860413,-42.65197372,"Hurunui District, New Zealand",37741,"2016-11-13T14:08:42.593Z",4.665203958,5,"M","Canterbury"
"511",511,172.7878113,-42.68107986,"Mouse Point Road, New Zealand",37639,"2016-11-13T17:05:32.616Z",3.963651001,7.915880203,"M","Canterbury"
"512",512,172.7890015,-42.67159271,"Hurunui District, New Zealand",37508,"2016-11-13T20:27:22.960Z",4.493726786,5.674061775,"M","Canterbury"
"513",513,172.7897034,-42.58728409,"793 Hanmer Springs Road, Hanmer Springs, New Zealand",43662,"2018-10-28T14:38:30.473Z",3.89871188,9.415149689,"M","Canterbury"
"514",514,172.790451,-42.7056694,"Hurunui District, New Zealand",102876,"2018-12-22T21:36:00.567Z",3.87995786,30.55377769,"M","Canterbury"
"515",515,172.7905884,-42.6794014,"Mouse Point Road, New Zealand",37488,"2016-11-13T21:00:20.926Z",4.293489965,5.323665619,"M","Canterbury"
"516",516,172.7914734,-43.56140518,"Canterbury, New Zealand",5800,"2016-05-03T05:46:33.224Z",3.633980005,8.125405312,"M","Canterbury"
"517",517,172.7917938,-43.479496,"Canterbury, New Zealand",10303,"2016-02-17T15:10:34.476Z",3.686521351,10.43934155,"M","Canterbury"
"518",518,172.7958933,-42.64192833,"Hurunui District, New Zealand",20475,"2015-08-10T22:44:51.574Z",3.577006222,13.671875,"M","Canterbury"
"519",519,172.7964935,-42.68576431,"26 Leslie Hills Road, Mount Culverden, New Zealand",37489,"2016-11-13T20:59:14.507Z",3.682570021,8.055541992,"M","Canterbury"
"520",520,172.7978821,-42.6968956,"205 Montrose Road, Mount Culverden, New Zealand",34791,"2016-11-17T18:04:42.214Z",4.184546279,5,"M","Canterbury"
"521",521,172.7980499,-42.65474701,"Hurunui District, New Zealand",37682,"2016-11-13T15:46:30.279Z",4.390684878,9.221668243,"M","Canterbury"
"522",522,172.8005219,-42.67287827,"Hurunui District, New Zealand",37343,"2016-11-14T01:02:12.772Z",4.214218965,9.301255226,"M","Canterbury"
"523",523,172.8007812,-43.55397797,"Canterbury, New Zealand",10406,"2016-02-16T00:33:33.499Z",3.597331592,10.64754105,"M","Canterbury"
"524",524,172.8020172,-42.68818283,"26 Leslie Hills Road, Mount Culverden, New Zealand",28472,"2016-12-05T00:42:24.071Z",3.941261242,9.702976227,"M","Canterbury"
"525",525,172.8027191,-42.58607864,"122 Medway Road, Hanmer Springs, Hanmer Springs 7334, New Zealand",37838,"2016-11-13T12:06:39.670Z",4.0323017,0.525976896,"M","Canterbury"
"526",526,172.8033295,-42.0512085,"Marlborough, New Zealand",36281,"2016-11-15T09:55:13.596Z",3.905071483,55.38679504,"M","Upper South"
"527",527,172.8047333,-42.66263199,"Hurunui District, New Zealand",33651,"2016-11-19T19:19:33.643Z",3.541326311,4.697408199,"M","Canterbury"
"528",528,172.8052107,-43.52780195,"Canterbury, New Zealand",8896,"2016-03-12T10:01:31.190Z",4.364166608,18.59375,"M","Canterbury"
"529",529,172.8063812,-43.66258621,"39 Wharf Road, Port Levy 8972, New Zealand",100493,"2019-02-07T02:15:19.124Z",3.755805028,4.511388779,"M","Canterbury"
"530",530,172.8072052,-43.47662354,"Canterbury, New Zealand",5064,"2016-05-15T10:21:41.955Z",3.799920024,5,"M","Canterbury"
"531",531,172.8081665,-42.14668274,"Marlborough, New Zealand",59451,"2018-01-08T19:59:46.646Z",4.5134142,47.33043289,"M","Upper South"
"532",532,172.8090057,-43.47647095,"Canterbury, New Zealand",58967,"2018-01-16T00:22:50.173Z",3.957020946,5,"M","Canterbury"
"533",533,172.8095093,-42.6726532,"Hurunui District, New Zealand",36791,"2016-11-14T17:51:42.814Z",4.033039542,9.446372032,"M","Canterbury"
"534",534,172.8097534,-42.66030884,"Hurunui District, New Zealand",20489,"2015-08-10T12:25:58.070Z",3.834510767,8.092348099,"M","Canterbury"
"535",535,172.8131409,-42.68181229,"Hurunui District, New Zealand",29569,"2016-12-01T07:14:45.950Z",3.500135435,5,"M","Canterbury"
"536",536,172.8133698,-42.65593338,"Hurunui District, New Zealand",37445,"2016-11-13T22:21:35.134Z",4.363481261,10.38337803,"M","Canterbury"
"537",537,172.8143768,-41.32518768,"3476 Motueka Valley Highway, Stanley Brook, New Zealand",53843,"2018-04-16T11:01:15.547Z",4.401920667,102.1764755,"M","Upper South"
"538",538,172.814682,-43.47703552,"Canterbury, New Zealand",10272,"2016-02-18T06:17:41.625Z",4.342406861,12.84601879,"M","Canterbury"
"539",539,172.8151398,-42.67514038,"Hurunui District, New Zealand",34797,"2016-11-17T17:42:31.047Z",3.945762701,5,"M","Canterbury"
"540",540,172.8188782,-42.73745728,"Hurunui District, New Zealand",36506,"2016-11-15T02:41:08.168Z",3.528658207,5,"M","Canterbury"
"541",541,172.8197937,-42.77607727,"148 The Avenue, Culverden, New Zealand",119045,"2020-02-03T14:11:01.799Z",3.865821123,8.321411133,"M","Canterbury"
